Station,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
Stasiun Meteorologi Klas II Maritim Belawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.58,96.77,66.67,38.71,56.67,100,87.1,100,100,100,74.19,100,90.32,35.48,0,0,76.67,61.29,100,100,100,100,100,96.67,93.55,100,76.67,25.81,100,100,100,3.45,0,0,0,0,67.74,96.77,40,100,100,100,100,100,96.77,86.67,90.32,100,100,100,100,90.32,86.67,100,100,100,100,100,90.32,100,100,100,100,100,100,96.77,100,100,0,100,93.55,90,93.55,96.77,100,90.32,96.67,48.39,96.77,51.72,96.77,83.33,100,100,100,100,90,54.84,0,90.32
Stasiun Meteorologi Klas II Maritim Kendari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.77,100,100,100,100,100,96.67,96.77,100,76.67,25.81,100,38.71,0,0,0,0,0,0,0,41.94,40,100,100,100,100,100,100,70,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.77,12.9,57.14,0,96.67,100,100,93.55,100,100,100,96.67,87.1,100,100,100,46.67,100,100,96.77,74.19,100,100,23.33,61.29
Stasiun Meteorologi Klas II Mutiara Palu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,66.67,0,25.81,63.33,58.06,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.61,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,83.87,90,96.77,100,100,67.74,100,96.77,100,100,0,100,100,83.33,96.77,100,40,22.58,0,6.45,3.23,0,3.23,0,0,36.67,100,100,100,100,100,100
Stasiun Meteorologi Klas II Sam Ratulangi Manado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,93.55,100,100,67.74,33.33,100,53.33,67.74,41.94,100,100,100,38.71,100,100,100,100,100,100,100,9.68,0,0,0,0,0,0,87.1,80,25.81,100,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,96.77,100,100,100,100,90.32,96.67,100,100,100,100,100,67.74,100,96.77,100,100,0,100,100,100,96.77,100,100,100,93.33,83.87,100,100,100,100,87.1,100,100,100,96.67,100,100,100
Stasiun Meteorologi Klas II Simpang Tiga Pekanbaru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.33,100,36.67,0,0,0,22.58,100,100,100,100,100,100,80.65,0,29.03,90.32,60,6.45,100,90.32,100,75,100,100,100,96.67,96.77,100,80,25.81,100,100,100,3.45,0,0,0,0,67.74,93.55,13.33,100,100,100,100,100,100,100,96.77,100,100,100,40,0,0,16.13,100,100,100,100,100,100,87.1,100,80,67.74,100,96.77,100,100,0,100,100,100,100,96.77,100,96.77,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Klas II Sultan Mahmud Badaruddin II Palembang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60,0,0,0,0,23.33,100,96.67,96.77,100,80,25.81,100,100,100,3.45,0,0,0,0,67.74,100,40,93.55,96.67,100,100,92.86,96.77,96.67,93.55,100,100,100,100,100,100,96.77,100,92.86,96.77,83.33,0,76.67,90.32,100,100,67.74,100,96.77,100,100,0,100,100,96.67,96.77,90.32,100,87.1,93.33,77.42,93.55,100,100,93.33,100,100,100,100,90,100,96.67,100
Stasiun Meteorologi Klas II Syamsudin Noor Banjarmasin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,100,96.77,93.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,96.77,41.94,0,0,0,0,0,0,0,0,0,0,32.26,100,40,100,100,100,100,100,100,100,96.77,100,100,100,93.33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.77,100,100,0,100,100,100,100,83.87,83.33,90.32,86.67,70.97,87.1,86.21,83.87,100,87.1,96.67,100,96.77,100,77.42,86.67,93.55
Stasiun Meteorologi Klas III Andi Jemma Masamba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,90.32,83.87,6.67,83.87,73.33,67.74,61.29,60.71,58.06,100,100,100,100,100,100,100,100,51.61,29.03,96.43,100,100,74.19,36.67,93.55,100,76.67,25.81,100,100,100,3.45,0,0,0,0,0,100,40,93.55,100,100,100,100,100,96.67,90.32,96.67,100,100,96.67,100,96.67,96.77,87.1,100,100,100,54.84,0,0,0,0,45.16,100,93.55,100,100,0,93.33,90.32,70,83.87,100,96.67,83.87,96.67,70.97,83.87,100,100,83.33,100,96.67,100,87.1,96.67,93.55,96.67,100
Stasiun Meteorologi Klas III Banda Neira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,38.71,0,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.77,100,89.29,100,100,100,96.67,96.77,100,100,100,96.67,100,100,3.45,0,0,0,0,67.74,87.1,40,100,100,100,100,100,100,100,93.55,100,93.55,87.1,90,90.32,93.33,93.55,93.55,96.43,87.1,96.67,87.1,86.67,38.71,32.26,0,29.03,70,70.97,29.03,0,0,0,54.84,56.67,16.13,12.9,26.67,0,6.67,29.03,0,6.9,12.9,0,48.39,6.67,22.58,100,90,74.19,50,61.29
Stasiun Meteorologi Klas III Binaka Gunung Sitoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,100,100,100,100,90,96.77,96.77,92.86,100,100,100,100,100,100,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.19,3.45,0,0,0,0,0,0,36.67,100,100,100,100,100,100,100,96.77,100,100,100,96.67,0,0,0,80.65,100,100,100,100,100,100,100,100,67.74,100,96.77,100,100,0,100,100,100,100,90.32,10,100,86.67,48.39,25.81,58.62,22.58,96.67,25.81,73.33,48.39,77.42,100,90.32,60,70.97
Stasiun Meteorologi Klas III Cilacap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,0,29.03,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,96.77,100,73.33,3.23,0,0,0,0,0,0,0,0,25.81,93.55,40,100,100,100,100,100,90.32,100,96.77,100,100,100,100,100,100,96.77,100,100,100,100,100,100,90.32,100,100,100,100,96.77,100,100,0,100,96.77,100,100,100,100,100,96.67,100,100,100,100,96.67,100,100,100,100,100,100,100,100
Stasiun Meteorologi Klas III Cut Bau Sabang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,90.32,0,0,0,0,25.81,80,74.19,56.67,58.06,70.97,57.14,58.06,100,100,0,0,80.65,100,100,100,100,100,100,100,93.33,100,43.33,96.77,100,40,25.81,96.67,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.77,87.1,100,0,100,100,100,100,100,70,58.06,93.33,90.32,100,100,100,100,100,100,100,100,93.33,61.29,93.33,100
Stasiun Meteorologi Klas III Dumatubun Tual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,96.77,40,100,100,96.77,90.32,100,100,100,93.55,100,100,100,93.33,93.55,93.33,93.55,96.77,100,93.55,30,0,16.67,25.81,32.26,73.33,3.23,0,0,100,100,0,100,100,90,80.65,61.29,40,74.19,70,54.84,100,100,90.32,90,48.39,0,25.81,67.74,93.33,32.26,86.67,0
Stasiun Meteorologi Klas III Enarotali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,93.33,0,67.74,76.67,77.42,100,100,100,100,100,100,51.61,96.67,96.77,100,73.33,25.81,100,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,70.97,85.71,100,76.67,19.35,16.67,100,100,100,100,100,100,100,78.57,0,0,0,0,0,0,0,6.45,100,96.77,100,100,0,100,100,100,100,100,100,100,96.67,100,100,100,100,100,96.77,100,100,100,100,54.84,20,96.77
Stasiun Meteorologi Klas III Fatmawati Bengkulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,96.67,100,93.55,86.67,100,80,87.1,87.1,89.29,100,100,100,100,100,100,100,100,3.33,0,0,0,0,23.33,100,96.67,96.77,100,100,100,100,67.74,0,0,0,0,0,0,29.03,100,40,100,100,100,80.65,92.86,100,100,93.55,100,100,100,100,100,100,100,100,100,0,20,100,100,74.19,100,100,100,100,96.77,100,100,0,100,100,100,100,100,100,100,96.67,100,100,100,100,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Klas III Frans Sales Lega Ruteng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,93.55,100,100,100,100,100,100,100,100,25.81,0,0,0,0,0,0,0,0,0,0,0,0,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,83.87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,67.74,100,96.77,100,100,0,100,100,96.67,100,100,100,100,73.33,83.87,100,100,100,100,100,80,67.74,100,100,100,100,100
Stasiun Meteorologi Klas III Gewanyatana Larantuka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16.13,0,0,0,30,74.19,96.67,93.55,100,76.67,25.81,100,100,100,3.45,0,0,0,0,0,3.23,40,100,100,100,100,100,96.77,0,45.16,100,100,96.77,60,0,53.33,100,100,100,100,100,100,100,100,100,100,100,100,96.77,100,100,0,100,96.77,96.67,96.77,100,100,100,93.33,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Klas III Juwata Tarakan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.26,100,100,100,100,100,100,100,100,96.77,100,100,100,100,100,96.67,93.55,100,80,25.81,100,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,76.67,77.42,83.87,43.33,80.65,100,100,100,100,74.19,83.33,90.32,100,90.32,100,100,3.23,0,0,100,100,0,100,96.77,100,100,96.77,63.33,35.48,46.67,25.81,77.42,93.1,93.55,100,100,96.67,93.55,93.55,90,100,100,90.32
Stasiun Meteorologi Klas III Kasiguncu Poso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.48,90.32,26.67,100,60,83.87,96.77,100,29.03,0,0,0,0,64.52,100,100,100,100,100,100,100,100,100,100,100,100,100,67.74,100,61.29,100,100,0,100,100,100,48.39,83.87,40,64.52,50,0,6.45,17.24,25.81,66.67,93.55,66.67,61.29,54.84,60,100,26.67,3.23
Stasiun Meteorologi Klas III Lekunik Baa - Rote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.65,13.33,0,0,0,0,0,0,0,0,0,36.67,100,100,96.77,90.32,100,100,100,100,96.67,96.77,100,80,25.81,100,90.32,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,100,100,76.67,96.77,100,100,100,100,100,96.67,100,93.55,78.57,100,100,100,100,100,100,100,67.74,100,96.77,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,93.1,96.77,93.33,100,100,100,100,93.33,100,96.67,100
Stasiun Meteorologi Klas III Salahudin Bima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,83.33,100,100,100,80.65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,39.29,93.55,100,64.52,3.33,0,64.52,73.33,25.81,100,100,61.29,0,0,0,0,0,67.74,100,26.67,67.74,100,100,100,100,100,100,77.42,96.67,100,100,100,100,100,96.77,100,100,32.26,100,100,100,19.35,0,0,100,100,90.32,100,50,0,100,100,100,100,100,100,100,96.67,100,100,100,100,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Klas III Selaparang Mataram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,67.74,100,40,100,100,100,100,100,100,100,96.77,100,100,80.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,96.77,86.67,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Klas III Sumbawa Besar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,6.45,100,100,100,90,0,3.33,83.87,100,100,100,100,100,100,100,100,100,100,100,67.74,0,0,3.23,0,0,0,0,83.87,80,25.81,100,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,92.86,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.23,100,96.77,100,100,0,100,96.77,100,100,100,96.67,100,93.33,90.32,100,100,100,100,100,100,100,96.77,100,100,100,100
Stasiun Meteorologi Klas III Timika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,90,100,100,100,100,100,100,100,100,100,82.14,100,100,100,100,100,100,100,100,100,96.77,100,100,100,100,100,96.67,96.77,61.29,50,25.81,86.67,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,61.29,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,53.33,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Klas III Tjilik Riwut Palangkaraya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.39,56.67,90.32,80.65,3.33,83.87,80,54.84,74.19,100,90.32,100,100,100,100,100,100,83.87,3.33,96.77,100,100,96.77,100,100,96.67,96.77,90.32,80,25.81,100,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,17.86,0,0,0,0,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,67.74,100,58.06,96.77,100,0,100,96.77,100,100,100,100,19.35,90,54.84,100,82.76,87.1,100,67.74,80,100,93.55,86.67,87.1,6.67,90.32
Stasiun Meteorologi Klas IV Maritim Tanjung Karang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.29,100,100,61.29,0,0,16.13,0,0,60,100,100,100,100,100,100,100,100,100,100,100,100,96.77,100,100,100,100,100,96.67,96.77,100,76.67,25.81,100,100,100,3.45,0,0,0,0,67.74,100,40,100,100,83.87,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,100,100,100,80,87.1,100,100,0,100,100,93.33,100,100,80,96.77,53.33,80.65,80.65,100,90.32,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Klas IV Nunukan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,77.42,53.33,96.77,93.55,86.67,96.77,83.33,70.97,100,92.86,96.77,100,96.77,36.67,0,0,0,0,0,0,0,0,32.26,0,0,0,70.97,100,80,25.81,100,100,100,3.45,0,0,0,0,67.74,100,36.67,0,0,0,0,0,0,0,16.13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,54.84,96.67,96.77,100,100,0,100,100,100,100,100,100,100,76.67,29.03,100,100,100,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Kulon Progo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.61,80.65,36.67,93.55,90,80.65,96.77,96.43,100,96.67,96.77,76.67,100,100,100,100,100,100,96.77,100,96.77,100,100,100,100,100,100,3.23,0,0,100,100,0,100,100,100,100,100,100,93.55,93.33,80.65,93.55,96.55,96.77,100,93.55,96.67,93.55,100,100,96.77,90,90.32
Stasiun Meteorologi Maritim Klas II Bitung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,100,66.67,61.29,54.84,6.67,61.29,50,61.29,58.06,53.57,67.74,90,100,100,100,100,100,100,86.67,96.77,100,100,12.9,0,77.42,96.67,96.77,100,73.33,25.81,100,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,58.06,76.67,100,100,100,100,100,100,100,100,100,100,100,100,64.52,100,100,100,100,96.77,100,100,0,100,100,100,100,100,100,100,96.67,100,100,100,100,100,100,100,100,100,100,100,96.67,100
Stasiun Meteorologi Maritim Klas II Semarang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,83.33,90.32,80.65,73.33,80.65,66.67,74.19,70.97,67.86,83.87,96.67,100,100,100,100,100,100,100,96.77,100,100,100,100,100,96.67,96.77,100,80,25.81,100,29.03,83.87,3.45,0,0,0,0,67.74,100,40,100,100,100,100,100,100,90,93.55,100,100,100,83.33,90.32,96.67,67.74,38.71,75,41.94,26.67,29.03,60,90.32,100,100,54.84,83.33,32.26,100,57.14,0,100,100,93.33,100,100,93.33,100,93.33,90.32,100,96.55,100,100,100,100,100,100,96.67,100,100,100
Stasiun Meteorologi Minangkabau - Padang Pariaman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,93.55,90.32,100,100,100,93.55,100,100,100,96.67,100,100,100,100,100,100,100,100,100,90.32,100,100,67.74,96.67,96.77,100,100,0,100,100,96.67,96.77,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Pattimura Klas II Ambon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,60,61.29,87.1,80,93.55,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,100,100,100,100,100,100,93.55,100,100,96.77,70,100,76.67,93.55,64.52,89.29,70.97,70,54.84,90,32.26,35.48,90,16.13,100,96.77,100,100,0,100,100,100,100,100,100,100,93.33,83.87,100,100,100,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Pinang sori - Sibolga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,53.33,0,0,19.35,100,66.67,100,100,100,100,67.86,77.42,10,6.45,63.33,96.77,100,80,25.81,100,100,100,3.45,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,67.74,100,96.77,100,100,0,100,100,93.33,83.87,96.77,100,100,66.67,74.19,96.77,100,100,100,100,73.33,93.55,100,93.33,100,90,93.55
Stasiun Meteorologi Pomalaa Kolaka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.39,96.43,83.87,50,58.06,100,100,100,100,70.97,100,100,100,100,100,100,100,100,100,100,100,100,100,96.77,100,100,0,0,0,0,0,0,76.67,100,96.67,74.19,100,100,100,100,100,10,0,58.06,86.67,83.87,80,74.19
Stasiun Meteorologi Rendani Manokwari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.43,96.77,100,100,100,100,100,100,100,86.67,87.1,77.42,71.43,70.97,93.33,93.55,96.67,87.1,100,100,100,93.33,93.55,80.65,64.29,38.71,80,58.06,93.33,96.77,61.29,43.33,22.58,40,93.55,100,3.45,0,0,0,0,67.74,58.06,40,100,46.67,100,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,100,60,100,100,100,100,100,83.87,100,96.77,100,100,0,100,100,100,93.55,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Stasiun Meteorologi Tegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,90,100,86.67,96.77,93.55,83.33,93.55,86.67,96.77,93.55,92.86,100,100,100,100,100,100,100,100,100,100,100,89.29,100,100,100,96.67,32.26,0,0,0,0,3.23,0,0,0,0,0,0,9.68,100,40,100,100,100,96.77,100,100,50,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.23,0,0,100,100,0,100,96.77,100,93.55,96.77,93.33,96.77,93.33,90.32,83.87,89.66,96.77,100,100,93.33,96.77,100,96.67,96.77,96.67,70.97
Stasiun MeteorologiKlas IV Komodo LabuhanBajo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,96.67,100,96.77,0,16.13,100,100,100,7.14,35.48,100,100,100,100,100,100,77.42,100,93.55,100,100,96.77,100,80.65,26.67,41.94,29.03,73.33,25.81,100,100,100,3.45,0,0,0,0,0,25.81,40,100,100,100,93.55,57.14,0,0,0,36.67,64.52,3.23,56.67,90.32,100,90.32,54.84,96.43,90.32,100,61.29,33.33,32.26,83.87,100,100,100,96.77,100,100,0,90,100,100,100,100,100,100,96.67,87.1,100,100,100,90,100,100,100,100,100,90.32,90,100
Stasiun Pos Observasi Kahang Kahang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,54.84,93.33,48.39,100,50,25.81,66.67,0,29.03,0,0,0,0,0,67.74,100,40,67.74,90,100,100,3.57,29.03,86.67,74.19,40,100,100,93.33,100,100,100,100,100,100,100,100,100,100,54.84,0,0,0,0,0,0,0,100,100,100,80.65,90.32,100,93.55,23.33,29.03,100,100,100,100,100,100,100,100,100,100,100,100
StasiunMeteorologiKlas I NgurahRai Denpasar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,64.52,0,0,54.84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.77,100,100,51.61,0,100,96.67,96.77,100,73.33,25.81,86.67,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,35.48,13.33,16.13,10,38.71,0,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.77,100,100,0,100,96.77,100,100,100,100,100,96.67,96.77,100,100,100,100,100,100,100,100,100,100,100,100
Subulussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,30,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,54.84,96.67,100,100,96.43,0,96.67,100,100,100,100,100,100,90,90.32,100,100,100,100,100,100,100,100,100,100,100,90.32
Sukakarya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.97,100,36.67,83.87,73.33,96.77,100,100,100,20,74.19,100,100,100,100,100,100,90.32,100,100,100,100,100,100,100,100,100,87.1,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
